id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
27529,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Scullers Men Check Blue Shirt
24525,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mother Earth Men White Shirt
59305,Men,Apparel,Topwear,Shirts,Blue,Fall,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Red & Navy Blue Shirt
9465,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men White Self Structure Shirts
33242,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Formal,Arrow Men White Check Shirt
41393,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Wrangler Men Purple Shirt
14749,Men,Apparel,Topwear,Shirts,Lavender,Fall,2011.0,Formal,Arrow Men Stripes Lavender Shirts
8809,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Scul Black White Shirt
16303,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Peter England Men Check Navy Blue Shirt
26077,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Formal,John Miller Men Check Pink Shirt
22207,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Timberland Men Pink Shirt
9229,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt
37795,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Players Men Check White & Green Shirt
59297,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Casual,U.S. Polo Assn. Men White & Navy Blue Shirt
29841,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Basics Men Navy Shirt
11040,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Check Purple Shirt
11116,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Indigo Nation Men Solid Grey Shirts
29765,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wrangler Men Griffith White Shirt
20282,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Arrow Men Solid Purple Slim Fit Shirt
11085,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Check Green Shirts
8944,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Blue Shirts
16395,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Levis Men Check Black Shirts
12254,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Genesis Men Check Red Shirts
10475,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Flying Machine Men FS Solid Brown Shirts
16388,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,Peter England Men Stripes Brown Shirt
16550,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Shirt
20140,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wrangler Men Check White Shirt
9460,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men Stripes White Blend White Shirts
16539,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Striped Shirt
16548,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Checked Shirt
44333,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Indian Terrain Men Green Check Shirt
15907,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Black Coffee Men Check White Shirt
57286,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,French Connection Men Grey Shirt
26798,Men,Apparel,Topwear,Shirts,Blue,Summer,2013.0,Formal,Arrow Men Blue Shirt
53784,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Puma Men Red Check Shirt
26086,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Check Purple Shirt
17565,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & White Striped Shirt
9616,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Indigo Nation Men Checks Black White Shirts
19731,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Solid Blue Shirt
13885,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Check Black Shirts
11063,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,John Miller Men Solid Purple Shirts
15982,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Turtle Stripes Men Grey Shirt
22181,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Timberland Men Blue Check Shirt
9470,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men Solid White White Shirts
8591,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Purple Check Shirt
8719,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Stripes Shirt Purple Shirts
37740,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,John Players Men Check Navy Blue Shirt
37132,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Wills Lifestyle Men Blue Dexter Club Shirt
37809,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Satin Stripes Blue Shirt
13668,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Genesis Men Blue Square Shirt
12910,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Spykar Men Mandarin Collar Blue Shirts
11064,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,John Miller Men Solid Purple Shirts
27152,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Striped Blue Shirt
41637,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Formal,Mark Taylor Men Brown Striped Shirt
9570,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,John Miller Men Solid Light Blue Shirt
16053,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Check Blue Shirt
51411,Men,Apparel,Topwear,Shirts,Turquoise Blue,Summer,2012.0,Casual,Myntra Men Turquoise Blue Striped Shirt
31649,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Indigo Nation Men Striped Blue Shirt
22350,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,John Players Men Check Blue Shirt
8799,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men's Scul Red White Shirts
10794,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Warnick Square Block Navy Blue Shirts
37802,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Players Men Solid White Shirt
20167,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Multi Blue Shirt
9588,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Formal,Scullers Men Scul Navy Blue Shirts
29623,Men,Apparel,Topwear,Shirts,Lavender,Summer,2012.0,Formal,Indigo Nation Men Striped Lavender Shirt
12357,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Reid & Taylor Men Check Blue Shirts
11119,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Solid White Shirts
33331,Men,Apparel,Topwear,Shirts,Pink,Fall,2012.0,Formal,Arrow New York Men Pink Slim Fit Shirt
14779,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Arrow Men Stripes Green Shirts
9072,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men Solid White Shirts
9631,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Price catch Blue Shirts
58800,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2012.0,Casual,Highlander Men Blue Check Shirt
12004,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White Striped Shirt
3013,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,Lee Men Arnold Black Grey Check Shirt
29796,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Basics Men Black Shirt
9257,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt
11411,Men,Apparel,Topwear,Shirts,Olive,Fall,2011.0,Casual,United Colors of Benetton Men Olive Shirts
33065,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Brown Check Shirt
29611,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Indigo Nation Men Check Blue Shirt
15698,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Black coffee Men Micheal Blue Slim Fit Shirt
8743,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Indigo Nation Men Checks  Green Shirt
37800,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Players Men Striped Orange Shirt
19425,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Quiksilver Men Blue Shirt
20147,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Broad Blue Shirt
19193,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,United Colors of Benetton Men Solid White Shirt
14744,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Arrow Men Stripes White Shirts
14738,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Arrow Men Check Grey Shirts
59819,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,United Colors of Benetton Men Blue Shirt
20020,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,United Colors Of Benetton Men Blue Check Shirt
9256,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt
56825,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Casual,John Players Men Brown Shirt
11144,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Price Catch Black Shirts
37751,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,John Players Men Check Red Shirt
26424,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Turtle Men Check Black Shirt
39412,Men,Apparel,Topwear,Shirts,Orange,Summer,2014.0,Casual,U.S. Polo Assn. Orange Tailored Fit Striped Casual Shirt
38980,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Arrow Men Blue Check Shirt
9594,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Scullers Men Scul Red White Shirts
8889,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,John Miller Men Black Shirt
8872,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Mark Taylor Men Blue Striped Shirt
37764,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Stripes Blue Shirt
7214,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Scul Purple Shirt
19837,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Green Shirt
11070,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Check Black Shirts
8801,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Scullers Men Navy Blue Shirt
8778,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Indigo Nation Men Black Striped Shirt
20314,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Locomotive Men Check Grey Shirt
37744,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Stripes Blue Shirt
26042,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Miller Men White Shirt
13738,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Belmonte Men Check Green Shirts
31141,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt
16251,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,United Colors of Benetton Men Check Red Shirts
13318,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Gini and Jony Kids Boys Check Green Shirts
51417,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Shirt
31648,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,Indigo Nation Men Striped Purple Shirt
17157,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Maroon Shirt
30797,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Ethnic,Fabindia Men Hand Block Printed Black Shirt
11092,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirt
24697,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Probase Men Brown Check Shirt
39780,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Peter England Men Yellow Casual Shirts
19854,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Striped Blue Shirt
26516,Men,Apparel,Topwear,Shirts,Navy Blue,Spring,2012.0,Casual,Arrow Sport Men Navy Blue Check Shirt
14748,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Arrow Men Solid White Shirts
46393,Men,Apparel,Topwear,Shirts,Olive,Summer,2012.0,Casual,ADIDAS Men Olive Shirt
13659,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Genesis Men Red Stripe Shirt
8194,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Casual,Locomotive Men Solid Poplin Lambert Navy Blue Shirts
36852,Men,Apparel,Topwear,Shirts,Blue,Winter,2013.0,Casual,Spykar Men Passion Blue Shirt
17159,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Blue Shirt
20283,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Checked Shirt
26804,Men,Apparel,Topwear,Shirts,Black,Summer,2013.0,Formal,Arrow Men Black Striped Slim Fit Shirt
20164,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Easter Navy Blue Shirt
26128,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Miller Men Striped White Shirt
31039,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Arrow Sport Men White Shirt
5966,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Locomotive Men Blue Grey White Checked Shirt
31639,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Casual,Indigo Nation Men Check Maroon Shirt
46397,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,ADIDAS Men Purple & Black Check Shirt
12015,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirts
12247,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Formal,Genesis Men Stripes Navy Blue Shirts
9882,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Hot Stepper Purple Shirts
51430,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Myntra Men Navy Blue & Orange Check Shirt
11711,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Lee Men Solid Grey Shirts
11706,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Lee Men Check Yellow Shirts
33245,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Arrow Men Grey Slim Fit Shirt
13737,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Belmonte Men Check Black Shirts
26411,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Turtle Men Check Red Shirt
19693,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,United Colors of Benetton Men Stripes White Shirt
20028,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Solid Grey Shirt
11250,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,John Miller Men White Striped Blue Shirt
17556,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Mark Taylor Men Green & White Striped Shirt
17167,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Blue Shirt
11145,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Bling Purple Shirts
18973,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Blue Check Shirt
22205,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Timberland Men Red Claremont Check Shirt
26813,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Arrow Men Grey Striped Shirt
12006,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Mark Taylor Men Green Striped Shirt
11057,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Check Purple Shirt
16547,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Basics Men Blue Slim Fit Checked Shirt
9241,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt
11683,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Lee Men Check Grey Shirts
14781,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Arrow Men Stripes Purple Shirts
9600,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Scullers Men Scul Navy Blue Shirts
16343,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Peter England Men Check Blue Shirt
29640,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Indigo Nation Men Black Shirt
42520,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Casual,Mother Earth Men Maroon Shirt
48362,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,French Connection Men Navy Blue Check Shirt
10480,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Flying Machine Men SS Yellow Shirts
20368,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Blue Check Shirt
9473,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,John Miller Men Blue Self Design Shirt
13050,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Check White Shirts
26789,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Arrow Men Blue Shirt
12176,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Basics Men Green Slim Fit Checked Shirt
26053,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt
29800,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Basics Men Black & Navy Checked Shirt
20172,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Aoston Navy Blue Shirt
22357,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,John Players Men Solid Black Shirt
13287,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Gini and Jony Kids Boys Check Black Shirts
37765,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,John Players Men Yellow Check Shirt
46362,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Casual,Locomotive Men Lavender And Grey Check Shirt
37790,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,John Players Men Striped Grey Green Shirt
14514,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,Mark Taylor Men Brown & White Striped Shirt
20029,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Solid Grey Shirt
12313,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Genesis Men Stripes Purple Shirts
10421,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Solid Blue Shirts
9608,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Indigo Nation Men Stripes White Shirts
12664,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Probase Men Stripes Grey Shirts
29632,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,Indigo Nation Men Striped Purple Shirt
9661,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Blue Shirts
11378,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,United Colors of Benetton Men Summer White Shirts
13932,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,United Colors of Benetton Men Check Red Shirts
14706,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Genesis Men Stripes Purple Shirts
24608,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Spykar Men Green Shirt
8861,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mark Taylor Men White Striped Shirt
41592,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Basics Men Pink Striped Shirt
14055,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Flying Machine Men Check Green Shirts
51425,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Formal,Myntra Men Yellow Shirt
16450,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Locomotive Men Check Brown Shirt
10185,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Indigo Nation Men Price catch White Shirts
25763,Men,Apparel,Topwear,Suspenders,Black,Summer,2012.0,Formal,Lino Perros Men Black & Green Suspenders
25793,Men,Apparel,Topwear,Suspenders,Maroon,Summer,2012.0,Formal,Arrow Men Maroon Suspenders
25777,Men,Apparel,Topwear,Suspenders,Brown,Summer,2012.0,Formal,Arrow Men Brown Suspenders
25764,Men,Apparel,Topwear,Suspenders,Black,Summer,2012.0,Formal,Lino Perros Men Black Suspenders
25769,Men,Apparel,Topwear,Suspenders,Maroon,Summer,2012.0,Formal,Lino Perros Men Maroon & Black Suspenders
10572,Men,Apparel,Topwear,Sweaters,Red,Fall,2011.0,Casual,Puma Men Knitted Red Sweaters
13094,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,ADIDAS Men Badge P/O Grey Sweaters
23952,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,Provogue Men Blue Sweater
12917,Men,Apparel,Topwear,Sweaters,White,Fall,2011.0,Casual,Spykar Men Stripe White Sweaters
11169,Men,Apparel,Topwear,Sweaters,Green,Fall,2011.0,Casual,Scullers Men Stripes Green Sweaters
19957,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Grey Sweater
16005,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Turtle Stripes Men Grey Sweaters
13827,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Indigo Nation Men Solid Black Sweaters
19961,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Blue Check Sweater
19820,Men,Apparel,Topwear,Sweaters,Green,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Green Sweater
18958,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Stripes Blue Sweater
16001,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,Turtle Solid Men Blue Sweaters
11074,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Scullers Men Stripes Blue Sweaters
11173,Men,Apparel,Topwear,Sweaters,Red,Fall,2011.0,Casual,Scullers Men Stripes Red Sweaters
18311,Men,Apparel,Topwear,Sweaters,Green,Summer,2011.0,Casual,Wills Lifestyle Men Striped Green Sweater
14086,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Flying Machine Men Checks Grey Sweaters
19817,Men,Apparel,Topwear,Sweatshirts,Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Blue Sweatshirt
23137,Men,Apparel,Topwear,Sweatshirts,Beige,Fall,2011.0,Casual,Quechua Men Warm Fleece Beige Sweatshirt
20786,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Casual,Classic Polo Men Striped White Sweatshirt
16442,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,Levis Men Printed Black Sweatshirts
14989,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,ADIDAS Men Solid Aqua Blue Sweatshirts
19327,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Myntra Men Solid Blue Sweatshirt
53754,Men,Apparel,Topwear,Sweatshirts,Olive,Summer,2012.0,Casual,ADIDAS Men Olive Chelsea FC Sweatshirt
19475,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Summer,2012.0,Casual,Quiksilver Men Navy Blue Nautical Sweatshirt
20785,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Casual,Classic Polo Men Striped White Sweatshirt
15629,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Nike Men AS Squad Fleece FZ Hoody Navy Blue Sweatshirts
17910,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Sports,Nike Men Sptcas Black Sweatshirt
19810,Men,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Purple Sweatshirt
9976,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Sports,Nike Men Manu Core Black Sweatshirts
14109,Men,Apparel,Topwear,Sweatshirts,Green,Fall,2011.0,Casual,Flying Machine Men Printed Green Sweatshirts
19548,Men,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Casual,United Colors of Benetton Men Solid Purple Sweatshirt
16909,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Status Quo Men Solid Grey Sweatshirt
19814,Men,Apparel,Topwear,Sweatshirts,Red,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Red Sweatshirt
13224,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,Palm Tree Kids Boys Printed Blue Sweatshirts
19811,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Black Sweatshirt
44866,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue Tech Graphic T-shirt
3274,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Guerrilla Men's Luchador Coffee T-shirt
20672,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Classic Polo Men Striped Pink Tshirt
24027,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Locomotive Men Printed Red T-shirt
3784,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Status Quo Men's Surfers Black T-shirt
9935,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Basics Men Navy T-shirt
15650,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Men Football Soccer White Tshirts
27590,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Scullers Men White & Blue T-shirt
